,ID,name,category,main_category,currency,deadline,launched,state,backers,country,usd pledged,usd_pledged_real,usd_goal_real,timeline,duration
14303,1071964829,"Firelight Flask: The First Ever ""Cheers-able"" Flask",Product Design,Design,USD,2017-12-15 00:00:00,2017-10-17 18:20:00,successful,484,US,11856.99,78067.99,70000.0,58,58
14592,1073437375,Carnal Orient,Shorts,Film & Video,USD,2014-07-15 00:00:00,2014-05-16 19:04:00,successful,169,US,5285.0,5285.0,4500.0,59,59
15016,1075667349,KTOWN COWBOYS THE MOVIE,Film & Video,Film & Video,USD,2011-08-25 00:00:00,2011-05-27 03:12:00,successful,180,US,13750.36,13750.36,10000.0,89,89
15259,1077067241,Baseballism - A Brand to Unite a Culture,Fashion,Fashion,USD,2012-04-02 00:00:00,2012-02-07 20:53:00,successful,104,US,14461.0,14461.0,13000.0,54,54
15312,10773308,"Goat Cheese for Marfa, Texas",Food,Food,USD,2012-12-01 00:00:00,2012-10-02 02:06:00,successful,171,US,18145.68,18145.68,16784.0,59,59
15388,1077800890,Raise Up Your Voice! Roots To Resistance Art and Activism!,Public Art,Art,USD,2012-05-05 00:00:00,2012-03-06 18:47:00,successful,161,US,10502.11,10502.11,10000.0,59,59
15607,10789551,"""THE BOYS AT THE BAR"" a Richard Dutcher film",Film & Video,Film & Video,USD,2013-05-22 00:00:00,2013-03-31 03:45:00,successful,297,US,31580.0,31580.0,30000.0,51,51
15722,107956148,Save the Montreal Chamber Orchestra / Sauvez l'OCM,Classical Music,Music,CAD,2015-09-20 00:00:00,2015-07-22 04:28:00,failed,147,CA,17532.08,17102.08,30045.82,59,59
15746,1079710535,Premium Custom-made Boat Shoes : Classic comfy design,Footwear,Fashion,USD,2016-02-02 00:00:00,2015-12-04 22:41:00,successful,406,US,17386.0,17386.0,1000.0,59,59
15778,1079871298,Perennials: A Film & Exploration of Sustainability,Film & Video,Film & Video,USD,2011-11-20 00:00:00,2011-09-21 02:41:00,successful,104,US,6639.0,6639.0,6500.0,59,59
15843,1080222571,Giant Meets World,Indie Rock,Music,USD,2015-10-14 00:00:00,2015-08-23 05:48:00,successful,177,US,12140.69,12140.69,10001.0,51,51
16117,1081539658,From Bedrooms to Billions,Documentary,Film & Video,GBP,2013-04-26 00:00:00,2013-02-25 14:44:00,successful,932,GB,91892.87,93702.29,27855.15,59,59
16325,108260847,WeatherHYDE: an all season life-saving tent,Product Design,Design,SGD,2016-12-01 00:00:00,2016-10-09 23:02:00,successful,480,SG,1893.56,101985.66,96647.22,52,52
16340,1082697979,H.P. Lovecraft:  Cthulhu Mythos Great Old Ones Idols,Tabletop Games,Games,EUR,2016-01-31 00:00:00,2015-12-02 23:16:00,successful,175,ES,18026.9,19085.92,560.1,59,59
16341,1082703006,BUTCHER: A LESSON IN CRIMINALITY #1,Comic Books,Comics,USD,2015-04-24 00:00:00,2015-02-23 03:23:00,successful,118,US,6050.0,6050.0,4500.0,59,59
16577,1083902892,Bright Ideas: A Crowdfunding Almanac (Canceled),Publishing,Publishing,USD,2012-11-24 00:00:00,2012-09-28 16:12:00,canceled,248,US,14970.06,14970.06,25000.0,56,56
16762,1084928218,The History of Worship Part 1 - New Album and World Tour,Faith,Music,USD,2015-07-07 00:00:00,2015-05-08 14:16:00,canceled,305,US,57071.0,57071.0,300000.0,59,59
16838,1085310213,Black: A Solo Exhibition with Russell K. Frederick ,Photography,Photography,USD,2011-03-18 00:00:00,2011-01-17 20:31:00,successful,175,US,8470.83,8470.83,7000.0,59,59
16850,1085358665,"Sleep YogaÂ® tataME Bed - Mobile, Reversible & Comfortable",Product Design,Design,USD,2016-01-17 00:00:00,2015-11-20 20:35:00,successful,353,US,97809.0,97809.0,50000.0,57,57
16909,1085734800,Archer Spade Commissioning Series,Classical Music,Music,USD,2012-01-16 00:00:00,2011-11-17 06:10:00,successful,135,US,8275.66,8275.66,8000.0,59,59
16924,1085807314,The Fifth Sacred Thing,Narrative Film,Film & Video,USD,2011-08-21 00:00:00,2011-06-22 19:16:00,successful,1431,US,76327.75,76327.75,60000.0,59,59
17188,1087294548,SilverAir: Travel Underwear Engineered With Pure Silver,Apparel,Fashion,USD,2016-08-27 00:00:00,2016-06-29 00:45:00,successful,4079,US,54571.0,311338.0,20000.0,58,58
17269,1087682721,LUX CABLES | The Premium Charging Cable,Technology,Technology,CAD,2016-03-19 00:00:00,2016-01-19 20:41:00,successful,652,CA,21229.75,23200.63,3762.79,59,59
17416,1088378925,Cannonball Audio - 360Â° IPX-7 Floating Speaker,Technology,Technology,USD,2016-10-22 00:00:00,2016-08-23 22:28:00,successful,117,US,165.0,26048.0,26000.0,59,59
17482,1088748920,Baccy Packs (Canceled),Apparel,Fashion,SEK,2014-12-20 00:00:00,2014-10-21 00:09:00,canceled,137,SE,19869.47,18271.53,38424.59,59,59
17574,108925213,Company B Debut Album,Jazz,Music,GBP,2013-09-03 00:00:00,2013-07-11 22:50:00,successful,117,GB,3589.45,3762.15,3427.22,53,53
17755,1090116816,After 68: The Rise and Fall of The Ambassador Hotel,Documentary,Film & Video,USD,2013-07-24 00:00:00,2013-06-02 04:00:00,failed,167,US,16139.87,16139.87,150000.0,51,51
17821,1090524279,Big Skinny Wallets: Worlds Thinnest Wallets w/ RFID blocking,Technology,Technology,USD,2015-02-10 00:00:00,2014-12-12 06:59:00,successful,3864,US,158583.0,158583.0,22000.0,59,59
17896,1090910244,MagC: Wireless MacBook Charging,Technology,Technology,USD,2017-12-18 00:00:00,2017-10-19 20:39:00,suspended,105,US,3616.0,19443.0,1000.0,59,59
18163,1092183284,TECHSTYLE HAUS -  Solar Decathlon Europe 2014,Architecture,Design,USD,2013-08-11 00:00:00,2013-06-12 22:49:00,successful,130,US,16614.0,16614.0,15000.0,59,59
18287,1092809167,Holy Moly & The Crackers: Studio Album,Music,Music,GBP,2016-06-17 00:00:00,2016-04-18 17:50:00,successful,205,GB,11809.0,11879.76,10001.0,59,59
18341,1093131761,"KoolThings + Smartphone = New KoolApplications for ""IoT""",Technology,Technology,USD,2014-02-25 00:00:00,2013-12-27 07:16:00,successful,157,US,56364.0,56364.0,50000.0,59,59
18560,1094228368,HIGH-SPACE the Sci-Fi tabletop RPG for Savage Worlds,Tabletop Games,Games,AUD,2016-03-02 00:00:00,2016-01-05 06:00:00,successful,317,AU,11604.72,11845.7,5315.61,56,56
18840,1095494735,NEW SketchyNotebook Series: Creative's All-In-One Notebook,Product Design,Design,USD,2016-11-05 00:00:00,2016-09-06 15:00:00,successful,1510,US,243.0,60079.2,30000.0,59,59
18843,1095518518,Release the next INPASSING Album!,Rock,Music,USD,2010-05-24 00:00:00,2010-02-23 18:18:00,successful,209,US,10756.0,10756.0,10000.0,89,89
19169,1097176900,"50,000 Bones, Route 66 and a 2 min. Film",Art,Art,USD,2011-08-23 00:00:00,2011-05-25 20:27:00,successful,175,US,25435.0,25435.0,25000.0,89,89
19195,1097309900,Focus Comic - An Autistic Super Hero Arrives,Comic Books,Comics,USD,2018-01-02 00:00:00,2017-11-03 08:49:00,successful,133,US,417.0,6612.0,4500.0,59,59
19754,1100271102,Help save the historic Skyline Drive-In movie theater!,Theater,Theater,USD,2013-05-12 00:00:00,2013-03-13 14:55:00,successful,512,US,40055.0,40055.0,40000.0,59,59
19964,11013265,PigPen Theatre Co. Debut Album,Country & Folk,Music,USD,2012-01-18 00:00:00,2011-11-19 23:43:00,successful,266,US,12951.01,12951.01,8000.0,59,59
20015,1101711535,The TRANSMETROPOLITAN art book,Comics,Comics,USD,2011-02-15 00:00:00,2010-12-10 03:12:00,successful,638,US,46690.05,46690.05,26000.0,66,66
20050,1101889573,The Young International Debut EP,Pop,Music,USD,2010-07-25 00:00:00,2010-05-31 03:51:00,successful,108,US,3530.0,3530.0,3500.0,54,54
20157,1102472800,Python Mini-Degree - 8 Courses to Learn and Master Python,Software,Technology,AUD,2017-04-21 00:00:00,2017-02-22 16:24:00,successful,441,AU,3588.13,24845.38,5266.72,57,57
20193,1102686267,The Incredible Flamin' Groovies Movie,Documentary,Film & Video,USD,2014-05-10 00:00:00,2014-03-11 18:19:00,failed,137,US,19375.0,19375.0,69500.0,59,59
20238,110289201,Janhukot - Climbing an Unclimbed Mountain,Documentary,Film & Video,USD,2013-06-18 00:00:00,2013-04-19 09:31:00,successful,198,US,13237.0,13237.0,10000.0,59,59
20293,1103131262,Flat Daddy,Documentary,Film & Video,USD,2011-08-15 00:00:00,2011-06-23 20:44:00,successful,151,US,21186.0,21186.0,20000.0,52,52
20363,1103469253,PIXEL V2: LED ART,Hardware,Technology,USD,2014-03-12 00:00:00,2014-01-11 12:59:00,successful,157,US,32652.0,32652.0,10000.0,59,59
20391,1103625665,Part-Time Gods,Games,Games,USD,2011-06-14 00:00:00,2011-04-15 04:45:00,successful,194,US,7970.0,7970.0,2500.0,59,59
20548,110435852,Madyson's Hand-Made Marshmallows!,Food,Food,USD,2012-03-31 00:00:00,2012-01-31 07:03:00,successful,120,US,12500.0,12500.0,12000.0,59,59
20569,1104474918,Tartar Lamb 2,Jazz,Music,USD,2010-07-18 00:00:00,2010-04-19 15:48:00,successful,116,US,6916.69,6916.69,6000.0,89,89
20573,1104486396,Legends of Persia,Video Games,Games,USD,2014-05-05 00:00:00,2014-03-06 03:40:00,successful,136,US,3797.0,3797.0,3000.0,59,59
20627,1104737649,Help Us Light Up!,Photography,Photography,USD,2016-04-30 00:00:00,2016-03-01 07:55:00,successful,103,US,21823.0,21823.0,20000.0,59,59
20675,1104934259,"""Promised Land"" Spirituals CD: Sacred Songs of the South",World Music,Music,USD,2010-09-26 00:00:00,2010-07-13 00:48:00,successful,112,US,6726.0,6726.0,6200.0,74,74
20726,1105130912,"Amazing Hanger - foldable,strong,durable,affordable,elegant",Product Design,Design,USD,2017-05-02 00:00:00,2017-03-03 09:09:00,successful,1250,US,5566.0,30429.0,10000.0,59,59
20744,1105202795,Wonder: The Lives of Anna and Harlan Hubbard,Documentary,Film & Video,USD,2012-06-23 00:00:00,2012-04-24 15:19:00,successful,135,US,10186.62,10186.62,9000.0,59,59
20760,1105266496,Sirens & Stars jazz singer/songwriter Chantal Thompson,Jazz,Music,USD,2013-02-11 00:00:00,2012-12-13 20:48:00,successful,155,US,10647.0,10647.0,10000.0,59,59
20871,1105822518,The parallelPALETTE | The Artist Palette Redefined,Painting,Art,USD,2015-02-22 00:00:00,2014-12-24 16:39:00,successful,995,US,104161.95,104161.95,60000.0,59,59
20928,1106148505,TROPHY GAMES:  A Documentary About Wildlife Conservation,Documentary,Film & Video,USD,2015-01-03 00:00:00,2014-11-04 15:41:00,successful,418,US,38323.0,38323.0,35000.0,59,59
21032,1106646703,Chocolate Milk Series,Comedy,Film & Video,USD,2015-04-29 00:00:00,2015-02-28 02:26:00,successful,102,US,10165.0,10165.0,10000.0,59,59
21077,1106863079,Risalo:Puppet Film of Sufi Poetry Bridging Pakistan & India,Animation,Film & Video,USD,2015-01-11 00:00:00,2014-11-12 19:20:00,successful,122,US,10005.0,10005.0,10000.0,59,59
21131,1107140009,"The Making of Gabriel Kelley's  ""Lighter Shades of Blue""",Music,Music,USD,2013-09-17 00:00:00,2013-07-19 16:48:00,successful,333,US,35795.0,35795.0,35000.0,59,59
21166,1107292721,FILM FESTIVAL: RWANDA - A Documentary Film,Documentary,Film & Video,USD,2011-06-01 00:00:00,2011-04-06 21:22:00,successful,412,US,31197.0,31197.0,29000.0,55,55
21598,1109537303,Co-opoly: The Game of Cooperatives,Tabletop Games,Games,USD,2011-10-02 00:00:00,2011-08-03 17:00:00,successful,176,US,9266.01,9266.01,8800.0,59,59
21675,110981130,RAPIRO: The Humanoid Robot Kit for your Raspberry Pi,Hardware,Technology,GBP,2013-08-19 00:00:00,2013-06-20 10:01:00,successful,402,GB,117342.68,116744.19,31090.66,59,59
21785,1110318153,Sol Driven Train's new album: Underdog,Rock,Music,USD,2012-03-01 00:00:00,2012-01-06 00:57:00,successful,180,US,12223.0,12223.0,11000.0,54,54
21831,1110579521,Fotric 123: Cloud-Based Thermal Camera for Early Fire Alert,Technology,Technology,USD,2017-01-23 00:00:00,2016-11-24 07:08:00,successful,115,US,2583.0,11619.0,10000.0,59,59
22096,1111911386,"Hello, Skater Girl",Photography,Photography,USD,2012-01-01 00:00:00,2011-11-02 07:39:00,successful,213,US,13923.22,13923.22,13000.0,59,59
22235,1112682923,One Nine Nine Four: 90's Punk Rock Documentary,Documentary,Film & Video,USD,2010-02-01 00:00:00,2009-12-08 05:10:00,successful,192,US,15732.0,15732.0,5000.0,54,54
22396,1113616048,Living my dreams...a musical journey.,Music,Music,USD,2012-02-13 00:00:00,2011-12-15 19:26:00,successful,199,US,20000.0,20000.0,20000.0,59,59
22427,1113765885,Peter Bradley Adams is making a NEW RECORD!,Indie Rock,Music,USD,2010-06-14 00:00:00,2010-03-17 05:31:00,successful,180,US,20810.0,20810.0,20000.0,88,88
22591,1114636867,Flekt: Studio Quality Light from Your Pop-Up Flash,Product Design,Design,USD,2014-03-25 00:00:00,2014-01-24 18:00:00,successful,658,US,72158.0,72158.0,70000.0,59,59
22674,111503084,Survival Camp : Card and Dice Game,Tabletop Games,Games,USD,2011-12-16 00:00:00,2011-10-17 16:42:00,successful,113,US,4467.99,4467.99,4000.0,59,59
22783,1115632430,COLLAR PERFECT:The Insane Travel Iron,Product Design,Design,USD,2014-11-15 00:00:00,2014-09-16 12:22:00,successful,1277,US,42792.0,42792.0,40000.0,59,59
22827,1115851829,Firestarter Survival Watch / Paracord Apple Watch Band,Product Design,Design,USD,2016-09-10 00:00:00,2016-07-12 14:46:00,suspended,270,US,8843.0,23838.0,6000.0,59,59
23369,1118613185,Jamie Loves Her Natural Hair,Children's Books,Publishing,USD,2014-03-07 00:00:00,2014-01-06 01:38:00,failed,250,US,3614.0,3614.0,7000.0,59,59
23394,1118751940,Sarah Quintana's folk-jazz Album,Music,Music,USD,2012-01-09 00:00:00,2011-11-10 16:33:00,successful,164,US,7791.0,7791.0,7000.0,59,59
23548,1119516786,Anything to say?_ a public art project for freedom.,Sculpture,Art,GBP,2015-01-01 00:00:00,2014-11-02 16:33:00,failed,322,GB,51094.35,49314.48,154397.23,59,59
23570,1119637067,VOLTOWER: Patented Height-Adjustable POWER STATION!,Product Design,Design,USD,2016-04-03 00:00:00,2016-02-03 06:57:00,canceled,338,US,37391.0,37391.0,188888.0,59,59
23921,1121412466,The Wolves of Chernobyl Present Recordings & Theater Project,Musical,Theater,USD,2016-05-04 00:00:00,2016-03-05 21:57:00,successful,125,US,4658.0,4658.0,3150.0,59,59
24007,1121821451,Dancing with NED -- A Cancer Rock Documentary ,Documentary,Film & Video,USD,2010-11-13 00:00:00,2010-09-14 22:26:00,successful,128,US,17250.0,17250.0,10000.0,59,59
24029,1121940284,Live fra Lolland: KÃ¦rester 2.0,Graphic Novels,Comics,DKK,2015-07-17 00:00:00,2015-05-19 09:36:00,successful,158,DK,5969.8,5688.83,4377.71,58,58
24096,1122301301,"CloudFTP. Wirelessly share ANY USB storage with iPad, iPhone",Technology,Technology,USD,2012-01-07 00:00:00,2011-11-08 04:36:00,successful,2738,US,262351.01,262351.01,100000.0,59,59
24354,1123546541,Accessport: Hi-Res Audio Amplifier for iPhone 7 + Charging,Sound,Technology,USD,2017-01-20 00:00:00,2016-11-21 15:56:00,successful,1924,US,11509.0,79165.0,10000.0,59,59
24529,112448158,Communikey 2012 Festival & Documentary Film,Mixed Media,Art,USD,2012-01-02 00:00:00,2011-11-03 04:04:00,successful,197,US,13360.21,13360.21,12000.0,59,59
24708,1125399477,PepperJelly's Cuban Style Sriracha,Food,Food,USD,2013-03-03 00:00:00,2013-01-02 23:25:00,successful,114,US,5355.0,5355.0,5000.0,59,59
24709,1125408355,Waikite | Convert your bed to luxury resort in sec,Product Design,Design,SGD,2017-06-17 00:00:00,2017-04-18 13:59:00,successful,278,SG,2937.79,23033.38,9878.15,59,59
24743,1125570124,Kids Star Wars Musical Documentary,Documentary,Film & Video,USD,2011-05-16 00:00:00,2011-03-16 15:18:00,successful,205,US,10447.11,10447.11,8000.0,60,60
24768,1125718038,"Foxshot - Small Camera, Water-resistant Polychrome 1080P HD",Gadgets,Technology,USD,2017-04-23 00:00:00,2017-02-22 17:02:00,successful,3719,US,2952.0,205281.9,2500.0,59,59
24858,1126250325,SBDNY 2013 NYC Season,Dance,Dance,USD,2013-06-02 00:00:00,2013-04-05 17:55:00,successful,119,US,10100.0,10100.0,10000.0,57,57
24964,1126795384,Stay Out of My Dungeon!,Tabletop Games,Games,USD,2016-11-28 00:00:00,2016-09-29 17:02:00,successful,997,US,7051.0,39186.0,5000.0,59,59
25083,1127416862,SAFE Wallet Case for iPhone 6 Plus,Product Design,Design,USD,2015-02-14 00:00:00,2014-12-16 19:07:00,successful,802,US,51535.0,51535.0,12000.0,59,59
25251,1128206154,"Christian Gibbs Album, Book, and RV Family Tour",Indie Rock,Music,USD,2013-04-23 00:00:00,2013-02-22 17:22:00,successful,117,US,6159.5,6159.5,4500.0,59,59
25447,1129291574,Digital Dharma,Documentary,Film & Video,USD,2012-01-22 00:00:00,2011-11-23 17:51:00,successful,409,US,31977.79,31977.79,30000.0,59,59
25522,1129627290,Dirty Water Comics Presents: Canoe Boys Graphic Novel,Graphic Novels,Comics,CAD,2016-10-25 00:00:00,2016-08-30 00:53:00,successful,194,CA,680.78,7474.79,5601.61,55,55
25590,1130047467,Dayna Stephens' New Album,Jazz,Music,USD,2011-02-05 00:00:00,2010-12-12 02:26:00,successful,132,US,8729.0,8729.0,8000.0,54,54
25722,1130754421,Thom & Gerry,Drama,Film & Video,USD,2014-08-18 00:00:00,2014-06-19 01:56:00,successful,113,US,6195.0,6195.0,6000.0,59,59
25733,1130817552,ClearShot-Credit Card Sized Tripod for iPhone Android & More,Product Design,Design,USD,2012-09-21 00:00:00,2012-07-27 15:14:00,successful,452,US,25145.43,25145.43,20000.0,55,55
25978,113196504,Guardian: Bringing Control Back to the Internet.,Hardware,Technology,USD,2013-04-22 00:00:00,2013-02-21 07:29:00,failed,177,US,43320.0,43320.0,358000.0,59,59
26025,1132158175,"Restore the Lincoln ""Courting Couch""",Public Art,Art,USD,2014-01-20 00:00:00,2013-11-21 20:12:00,successful,195,US,5211.98,5211.98,4500.0,59,59
26421,1134248349,Quarter Century Watch | Disrupting Luxury Watches,Product Design,Design,USD,2016-09-16 00:00:00,2016-07-18 16:30:00,successful,2022,US,56123.0,269602.0,10000.0,59,59
26431,1134288933,EXP. Video Game Art & Culture magazine: mass production & second book: The Controller,Graphic Design,Design,USD,2010-07-06 00:00:00,2010-05-06 02:42:00,successful,142,US,5488.3,5488.3,3200.0,60,60
26707,1135545816,Laughter Against the Machine : A Tour Documentary,Documentary,Film & Video,USD,2011-09-10 00:00:00,2011-07-12 02:54:00,successful,441,US,23182.28,23182.28,20000.0,59,59
26729,1135608594,An Edible History of Chocolate.,Food,Food,USD,2011-08-14 00:00:00,2011-06-15 11:47:00,successful,179,US,15816.1,15816.1,15000.0,59,59
26797,1136039264,The Tins' First Full Length Album,Music,Music,USD,2011-09-10 00:00:00,2011-07-12 04:08:00,successful,144,US,8800.0,8800.0,8000.0,59,59
26898,1136606488,Wrong Chemistry,Tabletop Games,Games,USD,2012-06-30 00:00:00,2012-05-01 15:08:00,successful,382,US,15195.0,15195.0,8500.0,59,59
27129,1137914734,Cosmo Connected - The First Connected Brake Light,Hardware,Technology,EUR,2017-06-25 00:00:00,2017-04-26 11:57:00,successful,410,FR,25693.57,64081.85,57060.04,59,59
27248,1138479820,City Design Method Cards (Canceled),Nonfiction,Publishing,USD,2016-05-15 00:00:00,2016-03-16 01:01:00,canceled,101,US,5006.0,5006.0,38000.0,59,59
27351,113894628,EcoFarm | Food of the future,Product Design,Design,EUR,2014-09-29 00:00:00,2014-07-31 09:28:00,failed,261,NL,26653.3,25070.02,157700.85,59,59
27504,1139691353,The World's Only Self-Rolling Fitness & Yoga Mat,Product Design,Design,USD,2015-10-16 00:00:00,2015-08-17 18:36:00,successful,1450,US,155437.01,155437.01,50000.0,59,59
27569,1139975393,CREEP! The Real Monster Was Behind The Camera!,Narrative Film,Film & Video,USD,2012-05-12 00:00:00,2012-03-13 18:14:00,successful,117,US,70151.0,70151.0,65000.0,59,59
27672,1140519962,Distant Fires,Theater,Theater,USD,2013-11-01 00:00:00,2013-09-02 21:15:00,successful,160,US,18743.0,18743.0,15000.0,59,59
27695,1140631368,Helen on 86th St.  A New Musical,Theater,Theater,USD,2010-12-31 00:00:00,2010-10-25 13:27:00,successful,217,US,16926.25,16926.25,15000.0,66,66
27878,1141538673,Bench Warmer Dream Girls,Photobooks,Photography,USD,2015-09-06 00:00:00,2015-07-08 01:02:00,successful,127,US,68275.0,68275.0,20000.0,59,59
27936,114184117,"Thank You, Cabbage",Film & Video,Film & Video,USD,2013-05-16 00:00:00,2013-03-17 18:41:00,successful,421,US,36675.04,36675.04,35000.0,59,59
27971,1142021359,Turn On The Lights,Art,Art,USD,2013-04-06 00:00:00,2013-02-05 06:17:00,failed,177,US,40041.23,40041.23,200000.0,59,59
28107,1142628989,HAVE FUN SHARING PHOTOS W/ FRIENDS AS PUZZABLE GAME!,Mobile Games,Games,USD,2015-06-28 00:00:00,2015-04-29 02:09:00,successful,147,US,22033.0,22033.0,20000.0,59,59
